Name,Qualification,Experience,Languages,Expertise,Department,Designation,Description,Consultation Fee,Hospital Address,Hospital Phone,Not_Available_Days,Timings,Speciality Group
Dr. Ranjith Unnikrishnan,", DNB, FCPS, FMISS (Korea), Fellowship in Spine Surgery (Japan)",15,"English, Malayalam & Hindi",", Spine related disorders, Trauma and Musculoskeletal Cancer Surgery, Minimally Invasive Spine Surgery, Spinal Deformity Surgery: Adult & Paediatric, Spinal Tumour Surgery, Endoscopic Spine Surgery, Orthopedic Trauma: Long Bone, Tertiary Level Spine Trauma Treatment",Orthopedics,Consultant,"Dr. Ranjith Unnikrishnan who carries 15 years of experience with , DNB, FCPS, FMISS (Korea), Fellowship in Spine Surgery (Japan) is working in Orthopedics asConsultant and is an expert in , Spine related disorders, Trauma and Musculoskeletal Cancer Surgery, Minimally Invasive Spine Surgery, Spinal Deformity Surgery: Adult & Paediatric, Spinal Tumour Surgery, Endoscopic Spine Surgery, Orthopedic Trauma: Long Bone, Tertiary Level Spine Trauma Treatment.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Orthopedics & Physiotherapy
Dr. Rao A. C,"MBBS, MD (General Medicine), DNB, MRCP (UK), FRCP (London); FRCP (Edin)",34,"Malayalam, Konkani, English, Hindi, Kannada",#NAME?,Cardiology,Consultant,"Dr. Rao A. C who carries 34 years of experience with MBBS, MD (General Medicine), DNB, MRCP (UK), FRCP (London); FRCP (Edin) is working as Consultant in Cardiology and is an expert in - Adult clinical cardiology
- Echocardiography
- Percutaneous coronary intervention
- Permanent pacemaker for bradycardia
- Prevention of coronary artery disease
.",700,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Cardiology
Dr. Rasim S N,"BDS (RKDF Dental College  Research Centre, 2020)",5,"English, Hindi & Malayalam",Not Available,Dentist,Not Available,"Dr. Rasim S N is a expert Dentist have qualification of BDS (RKDF Dental College  Research Centre, 2020) currently working in Labba's Dental Clinic.",100,"Labba's Dental Clinic , 72/1616/1, Attukal Road, Manacaud, Thiruvananthapuram, 695009",-8943559290,Sunday,12:15 - 20:00,Dentistry
Dr. Ratheesh N,"BDS (Government Dental College , Trivandrum, Kerela university, 2015), MDS - Prosthodontist And Crown Bridge (Royal Dental College, 2019)",10,"English, Hindi & Malayalam",Not Available,Dentist,Not Available,Striving to do whats best for my patients.,200,"Thiruvananthapuram , Government Dental College, TV Medical College, Thiruvananthapuram, None",-7279970705,All Days,00:00 - 23:59,Dentistry
Dr. Ravi Aravind,Bachelor of Dental Surgery Master Of Dental Surgery,10,"English, Malayalam & Hindi",Crown and Bridges Complete and Removable Dentures Implantology,"Dental, Clinical, Oral & Maxillofacial Surgery",Prosthodontist,"Dr. Ravi Aravind who carries 10 years of experience with Bachelor of Dental Surgery Master Of Dental Surgery is working in Dental, Clinical, Oral & Maxillofacial Surgery asProsthodontist and is an expert in Crown and Bridges Complete and Removable Dentures Implantology.",700,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Dentistry
Dr. Ravi Sekhar   (Physiotherapist),"BPTh/BPT (AWH  Special College, 2009)",16,"English, Hindi & Malayalam",Not Available,Physiotherapist,Not Available,"Dr. Ravi Sekhar   (Physiotherapist) is a expert Physiotherapist have qualification of BPTh/BPT (AWH  Special College, 2009) currently working in Physiotherapy .",300,"Physiotherapy  , Uthradam, Pongamoodu,Medical College P.O. Thiruvananthapuram, Pattom Palace, Thiruvananthapuram, None",-7295334004,All Days,10:00 - 19:00,Orthopedics & Physiotherapy
Dr. Reeba Ann Daniel,"DNB (Government Medical College, Kotayam, 2014), MD - Pediatrics (Government Medical College, Kotayam, 2013), MBBS (University of kerala, 2009)",11,"English, Hindi & Malayalam",Not Available,Pediatrician,Not Available,"Dr. Reeba Ann Daniel is a expert Pediatrician have qualification of DNB (Government Medical College, Kotayam, 2014), MD - Pediatrics (Government Medical College, Kotayam, 2013), MBBS (University of kerala, 2009) currently working in Thiruvananthapuram.",250,"Thiruvananthapuram , Government Dental College, TV Medical College, Thiruvananthapuram, None",-8160409909,All Days,00:00 - 23:59,Pediatrics
Dr. Regi Jose,"MBBS (Govt.Medical College Kottayam, 1998), MD - Community Medicine (Govt.Medical College Trivandrum, 2005), DNB - Social & Preventive Medicine (Govt.Medical College Trivandrum, 2006)",27,"English, Hindi & Malayalam",Not Available,Public Health Medicine Specialist,Not Available,"Dr. Regi Jose is a Professor of Preventive Medicine, specialising in Breast Cancer Epidemiology and primary and secondary prevention of breast cancer. Dr. Jose is the founder and Medical Director of Snehita Women's Health Foundation, a non-profit organisation. Dr. Jose practices at Snehita and Centre for Preventive Health.",500,"Centre for Preventive Health , CRA 302, Chayakkudi Road, TVM Pettah, Thiruvananthapuram, 695024",-9447532194,"Saturday, Sunday",10:00 - 19:00,Preventive & Public Health
Dr. Regin William,"MBBS (AJ institute of medical sciences, Mangalore, 2019)",6,"English, Hindi & Malayalam",Not Available,General Practitioner,Not Available,"Dr. Regin William is a expert General Practitioner have qualification of MBBS (AJ institute of medical sciences, Mangalore, 2019) currently working in Holy Cross Hospital.",150,"Holy Cross Hospital , TC 34/283, Shanghumughom, TVM Beach, Thiruvananthapuram, 695024",-7269536716,All Days,00:00 - 23:59,General Medicine
Dr. Reji J,", MBBS, DNB general surgery",12,"English, Malayalam, Hindi & Tamil",", Hernia surgery, Diabetic foot care, Trauma surgery",General & Minimally Invasive Surgery,Specialist,"Dr. Reji J who carries 12 years of experience with , MBBS, DNB general surgery is working in General & Minimally Invasive Surgery asSpecialist and is an expert in , Hernia surgery, Diabetic foot care, Trauma surgery.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,General & Surgical Specialities
Dr. Reju Joseph Thomas,", MBBS, MS Gen Surg, FRCS, DNB Gen Surg, MCh Paed Surg, DNB Paed Surg, Masters in Minimal Access Surgery, MBA Hospital Management, Robotic Surgery, Advanced Healthcare Management Program, Certified Professional for Quality Implementation in Healthcare (CPQIH)",22,"English, Malayalam, Tamil & Hindi",", Minimal Access Surgery, Robotic Surgery, Laparoscopy, Laparoscopic splenectomy for ITP and hereditary spherocytosis, Laparoscopic partial splenectomy for splenic cyst, Laparoscopic cholecystectomy for childhood gallstone, Laparoscopic surgery for choledochal cyst, Laparoscopic spleen preserving distal and near total pancreatectomy for cystic tumour of pancreas and nesidioblastosis","Pediatric Surgery, Pediatrics, Pediatric Urology",Hon Senior Consultant,"Dr. Reju Joseph Thomas who carries 22 years of experience with , MBBS, MS Gen Surg, FRCS, DNB Gen Surg, MCh Paed Surg, DNB Paed Surg, Masters in Minimal Access Surgery, MBA Hospital Management, Robotic Surgery, Advanced Healthcare Management Program, Certified Professional for Quality Implementation in Healthcare (CPQIH) is working in Pediatric Surgery, Pediatrics, Pediatric Urology asHon Senior Consultant and is an expert in , Minimal Access Surgery, Robotic Surgery, Laparoscopy, Laparoscopic splenectomy for ITP and hereditary spherocytosis, Laparoscopic partial splenectomy for splenic cyst, Laparoscopic cholecystectomy for childhood gallstone, Laparoscopic surgery for choledochal cyst, Laparoscopic spleen preserving distal and near total pancreatectomy for cystic tumour of pancreas and nesidioblastosis.",700,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pediatrics
Dr. Rema Devi T J,", MBBS, MD Dermatology Venereology Leprology, DNB Dermatology Venereology Leprology",15,"English, Malayalam, Hindi & and Tamil",", Botox, Lasers and Chemical Peels in Cosmetology, Clinical Dermatology, Venereology, Leprology, and Therapeutics, Pediatric Dermatology and Dermatopathology, Expert in all types of skin diseases, diagnosis and management, Current interest is in Platelet Rich Plasma therapy, Mesotherapy, and Microneedling",Dermatology & Cosmetology,Consultant,"Dr. Rema Devi T J who carries 15 years of experience with , MBBS, MD Dermatology Venereology Leprology, DNB Dermatology Venereology Leprology is working in Dermatology & Cosmetology asConsultant and is an expert in , Botox, Lasers and Chemical Peels in Cosmetology, Clinical Dermatology, Venereology, Leprology, and Therapeutics, Pediatric Dermatology and Dermatopathology, Expert in all types of skin diseases, diagnosis and management, Current interest is in Platelet Rich Plasma therapy, Mesotherapy, and Microneedling.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Dermatology & Cosmetology
Dr. Renji Mathew,", MS, FMAS, FIAGES, FALS",15,"English, Hindi, Tamil & Malayalam",", Laparoscopic Surgery, Robotic Surgery, Varicose Vein Surgery, Thyroid Surgery, Anorectal Surgery, LASER Surgery",General & Minimally Invasive Surgery,Consultant,"Dr. Renji Mathew who carries 15 years of experience with , MS, FMAS, FIAGES, FALS is working in General & Minimally Invasive Surgery asConsultant and is an expert in , Laparoscopic Surgery, Robotic Surgery, Varicose Vein Surgery, Thyroid Surgery, Anorectal Surgery, LASER Surgery.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,General & Surgical Specialities
Dr. Renjith.M,"MBBS (Kerala University, 1999)",26,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. Renjith.M is a expert General Physician have qualification of MBBS (Kerala University, 1999) currently working in Nemour Medical Centre.",200,"Nemour Medical Centre , TC  5/123-02, Alathara, Sreekaryam, Thiruvananthapuram, 695017",-7414427998,All Days,09:00 - 20:00,General Medicine
Dr. Renny Alexander,"MBBS, MD, DA",18,"Malayalam, English, Tamil, Hindi.",#NAME?,Anaesthesia Department,Consultant,"Dr. Renny Alexander who carries 18 years of experience with MBBS, MD, DA is working as Consultant in Anaesthesia Department and is an expert in - Anaesthesia for general surgeries
- Obstetric, ortho, paediatric, ENT, gastro, plastic surgery, podiatric, urological, maxillofacial, vascular, and neuro surgeries
- USG guided nerve blocks
- Difficult airway
.",1000,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Anesthesiology
Dr. Renu Thomas,", MBBS from Govt Medical College, Thiruvananthapuram in 1999, MS (General Surgery) from Post Graduate Institute of Medical Education and Research, Chandigarh in 2003, DNB (General Surgery) from National Board of Examinations, New Delhi in 2003, MCh (Urology) from Govt Medical College, Thiruvananthapuram in 2003",22,"English, Malayalam, Hindi & Tamil",", Laparoscopic urology, Endourology, Stone surgeries like URS, RIRS, PCNL, Miniperc, ECIRS, Prostate surgeries like HoLEP, TURP, Renal transplantation, Urethral stricture surgery, Cancer surgeries related to urinary tract including that for kidney cancer, prostate cancer, testicular cancer, Laparoscopic and Robotic urologic surgeries",Urology,Senior Consultant and Coordinator,"Dr. Renu Thomas who carries 22 years of experience with , MBBS from Govt Medical College, Thiruvananthapuram in 1999, MS (General Surgery) from Post Graduate Institute of Medical Education and Research, Chandigarh in 2003, DNB (General Surgery) from National Board of Examinations, New Delhi in 2003, MCh (Urology) from Govt Medical College, Thiruvananthapuram in 2003 is working in Urology asSenior Consultant and Coordinator and is an expert in , Laparoscopic urology, Endourology, Stone surgeries like URS, RIRS, PCNL, Miniperc, ECIRS, Prostate surgeries like HoLEP, TURP, Renal transplantation, Urethral stricture surgery, Cancer surgeries related to urinary tract including that for kidney cancer, prostate cancer, testicular cancer, Laparoscopic and Robotic urologic surgeries.",700,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Urology
Dr. Renu chandran,"MDS - Oral Pathology and Oral Microbiology (govt dental college, 2017), BDS (govt dental college, 2011)",8,"English, Hindi & Malayalam",Not Available,Dentist,Not Available,"Dr. Renu chandran is a expert Dentist have qualification of MDS - Oral Pathology and Oral Microbiology (govt dental college, 2017), BDS (govt dental college, 2011) currently working in Care Interventional Pain Centre And Advanced Dental Centre.",150,"Care Interventional Pain Centre And Advanced Dental Centre , None, Kuravankonam, Thiruvananthapuram, None",-8025552550,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",Not Available,Dentistry
Dr. Renuka J B,"MBBS (Kerala University of Health Science, 2018)",7,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. Renuka J B is a expert General Physician have qualification of MBBS (Kerala University of Health Science, 2018) currently working in Integrated Medical Organization.",200,"Integrated Medical Organization , Poovar Road, Nellimoodu, Thiruvananthapuram, None",-8077483806,"Saturday, Sunday",09:00 - 13:00,General Medicine
Dr. Reshma,"BDS (Kerala University Of Health Sciences, 2020)",5,"English, Hindi & Malayalam",Not Available,Dentist,Not Available,"Dr. Reshma is a expert Dentist have qualification of BDS (Kerala University Of Health Sciences, 2020) currently working in Chitra Multispeciality Dental Centre.",300,"Chitra Multispeciality Dental Centre , Opposite Elamkulam Mahadeva Temple Arch, Sreekaryam, Thiruvananthapuram, 695017",-9531117266,All Days,09:00 - 19:00,Dentistry
Dr. Reshma Vikram,"MBBS (Kuhs, 2018)",7,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. Reshma Vikram is a expert General Physician have qualification of MBBS (Kuhs, 2018) currently working in Ahalia Foundation Eye Hospital.",250,"Ahalia Foundation Eye Hospital , Thiruvananthapuram Medical College, Landmark: Near Uloor Bridge,, Ulloor, Thiruvananthapuram, None",-9511178641,All Days,08:00 - 19:00,General Medicine
Dr. Reshmy A.R,"MBBS (Kakatiya Medical College, Wrangal, 1989), DOMS (Aravind Eye Hospital, Madurai, 1995)",36,"English, Hindi & Malayalam",Not Available,Ophthalmologist,Not Available,"Dr. Reshmy A.R is a expert Ophthalmologist have qualification of MBBS (Kakatiya Medical College, Wrangal, 1989), DOMS (Aravind Eye Hospital, Madurai, 1995) currently working in Dr. Prem's Eye Hospital.",100,"Dr. Prem's Eye Hospital , Triveni Nursing Home, Landmark: Vanchiyoor High Court, Vanchiyur, Thiruvananthapuram, None",-8985472431,Sunday,16:00 - 18:00,Ophthalmology
Dr. Resmi R.,"MBBS (Kerala University, 2011)",14,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. Resmi R. is a expert General Physician have qualification of MBBS (Kerala University, 2011) currently working in Ahalia Foundation Eye Hospital.",250,"Ahalia Foundation Eye Hospital , Thiruvananthapuram Medical College, Landmark: Near Uloor Bridge,, Ulloor, Thiruvananthapuram, None",-9903669493,All Days,08:00 - 19:00,General Medicine
